id,saleprice
2136,128131.77170258132
996,178697.84952672897
227,136600.90720401984
135,171783.53239963413
1167,181077.50442104065
294,257591.42255966738
1776,214892.66091643227
540,186756.83589143306
1717,245119.091367119
2303,117848.79876504187
116,182641.1336084255
127,130807.11684421333
1371,145280.14505157596
1014,175429.5755771366
1507,89150.14277263382
702,156306.81047484605
750,147552.4378098189
261,152262.21848848998
1559,57068.9239208824
577,240538.93449334404
2812,206540.855527292
2080,151344.73633850622
1368,116849.03454765701
2376,117198.45997983427
659,115838.93940691277
1235,125393.7389781673
332,69688.68735922058
1917,141667.05361026223
2094,234238.27585795103
1460,275839.26858670707
1471,198552.1266738784
1509,118847.35418091528
1922,133885.1989401891
433,411442.0248215033
460,305040.2127659274
1116,266245.819925694
1137,170520.0279647503
53,177175.70830233255
2354,247971.3171155206
1475,208489.88679943746
1761,465835.28865728853
842,144794.466038367
2739,158605.79734069877
2509,175077.61245427164
1007,201821.01142549794
2610,180922.7129670116
1952,87904.14902712265
2719,200158.6558235241
2921,83264.73809802509
1966,133103.28894222993
292,119878.72875334579
1204,197827.2891442026
1829,244540.97904725745
2419,187479.32639183057
391,162152.35169741279
798,119713.2784499675
481,184432.14041518467
193,222811.07101268228
555,124820.48640542058
899,69302.50039030868
2357,176808.2329894961
328,112122.03056680574
1356,134131.4730920184
1154,108204.80686754524
1730,167979.05892917048
2249,152972.43698839284
1119,262362.2318385786
2856,116500.10063146125
1394,148721.17353591952
2587,115776.4895885496
61,335549.513189452
2661,205970.38575440669
2711,126153.00278742984
1147,179176.6421954378
757,152182.18348174635
2623,90181.48684145417
2378,140174.4703627692
1413,143222.55096919765
1722,273713.6352547866
1112,222271.72728856117
1623,183052.2078899783
1201,181190.71456482122
1513,109713.72102176538
957,186528.30334011372
1171,257997.846876011
1145,190334.77152444795
2726,245748.1973325468
703,148764.9064268188
760,71396.86251344439
1964,133722.8672382892
2512,192717.50922867935
159,173673.2992489452
1281,181658.7485644077
468,187675.48641496454
290,120893.41345787235
665,103841.46912849392
1463,262302.92589014047
1792,233160.84832061338
923,164625.5901227882
500,316218.04815116967
1408,147182.65093139093
331,67396.28104959289
170,134677.07709217025
2192,79413.46225877432
2571,295142.4675861504
2314,179438.95481483988
2647,86105.65128163924
422,380214.6846776474
2457,320645.0761516106
1838,206212.14594168775
2805,238439.93975172914
1645,164401.0312390139
1711,325345.45298934355
2825,236010.49385323864
322,309185.3917095254
2103,266245.4130906607
342,130824.19111244986
600,96749.00931242644
488,189774.48269844195
1725,332851.2388743032
2246,264789.99359008577
2847,160335.72225702507
806,227318.17111944244
530,233216.8896890618
963,201286.24714330747
2678,70547.20851236978
171,78291.49041624484
2401,400759.7877233054
805,200216.16156164766
2259,260823.8577988809
1748,185342.12162408885
1361,137054.93693632144
1677,112716.93805815419
1406,149286.24046620075
2322,159803.2666677346
688,182829.22499875282
143,135334.9187733119
804,191389.21800161572
1214,167839.3037194251
2828,154005.09514898923
1999,203205.9301282533
2467,201719.8628579604
2665,154488.99598047417
1538,360451.2995730294
398,105383.80754218879
2822,130231.20493931929
2157,146256.41273702472
1856,182917.35616506077
1269,106417.50657954905
2570,118229.0353419953
2320,238342.07983054454
1517,111598.71565054916
2304,117860.05925266584
1312,87530.56207961333
2012,122939.12202633824
506,252403.50097359484
2865,215891.60095618363
2367,101050.32741869986
554,93741.9727881907
238,129234.48986783926
1954,111460.28345456254
2488,144548.84430408734
2291,86342.2314890353
1969,97669.18948916136
2725,158094.73443341535
1482,146104.89855924645
2763,215869.66470378172
503,264609.33899231185
1584,244871.6090721232
1531,174555.9848188816
2210,197490.64805828058
459,334215.2560015996
556,137268.98364994954
1347,137156.5744004876
1290,76834.21938449168
1388,102390.1201107318
1571,182118.47287239414
2754,204219.2464015789
765,134646.1813447012
2494,123114.03438687301
2870,212771.86434541713
7,277779.5529054841
1114,239583.82264709892
2418,275485.9221806349
291,130626.9614652677
18,359988.86902150745
39,345046.459507155
1001,303546.46121872636
2442,242169.76214890787
616,127451.88753915927
2680,50296.72991355427
1414,99146.53093519434
289,130470.17790880916
40,306246.2679943673
860,129760.8850087563
409,131309.5775272958
673,161324.8398039264
2427,176921.5601173304
2036,197864.2407113011
2564,137304.45523497555
642,197614.5640658324
1008,180325.80816147383
1908,166297.2097402108
2519,189949.50048685633
1369,97423.72661365336
2855,190500.63152471418
712,76491.68322901684
1943,111936.14823851245
1958,135896.24075106345
107,159253.69378318707
2295,187880.9945230151
704,96713.64309454034
676,124038.01756979036
259,184902.40714821662
93,293888.3505076496
106,233687.45123235835
2315,184534.31007977622
1050,112330.99257984175
1095,185242.15950595913
2709,147016.7180293526
758,112673.9394751382
1496,156727.34144205903
2370,112088.46949421265
2458,260430.97857903107
2733,121459.94232968031
161,284455.86189183756
726,155863.30586721492
845,212181.9978539925
947,246252.60328430845
2232,120212.77948759543
2563,143683.44419993064
2299,149846.87872593757
211,127144.67138576764
605,188155.8465433563
1478,210760.77313983277
2247,266436.2545948869
2274,210718.61597898556
2869,215742.31149868155
967,235193.50227599172
2656,100417.04871647526
667,250371.28980525024
1042,103416.20442349883
2023,169487.08611650812
2447,377270.652986903
2055,127692.8148169422
2275,277712.8360389273
2204,192069.8900936502
1563,256096.27984116226
483,257139.29573322297
796,125889.2584720722
1526,169082.39552204194
2042,162774.90131876245
442,338393.94383917353
1693,333578.74373173295
1468,208885.7259007136
1430,200611.5993061096
2605,177998.0992831369
1529,201178.2518769477
335,138941.36465788796
1287,134355.71045112796
31,91605.14907974028
1785,254761.15343237342
82,157707.03559955116
2620,123967.81254788907
252,210233.61572571984
721,52752.44409022643
2165,183967.84432717413
2316,167751.6721082423
775,138593.61825462454
1558,99062.09548802418
17,218596.7898024125
1022,216494.57375560724
925,139068.9988933329
438,316882.1103247623
1270,135293.42640836467
1272,118998.19153293059
215,119121.4446367328
266,221156.40282429475
2402,294070.04204962286
1250,125029.63706521061
1984,129508.07467051665
1279,147656.83096880512
377,246787.4966641066
1252,142898.6495929442
2156,252787.37527028495
499,343393.45249433257
1374,109255.16930990643
2898,282619.7514151144
401,107690.5336619839
2721,181107.49610628188
2078,257232.0794028677
2589,117370.63155838824
1946,247615.983514413
1334,123651.29026167863
2781,235176.1269957351
431,369152.74647188024
576,189863.4696520022
1474,208348.16599241365
2254,148844.52696012193
2155,271860.18271185225
885,100336.36293982575
643,137375.55596406735
1944,132088.68458499713
480,193041.76327457558
2845,97299.82968621026
2387,331894.558080554
2407,254947.69377369946
2527,161389.75077535072
2514,166829.58155915188
629,181542.14427150926
80,196184.80108169233
1876,137648.7518189787
1546,131350.73943093792
2518,189704.9007110896
2347,165405.2992992266
783,194756.81644936
1322,42923.00554238516
194,71871.23891938385
1770,308999.63213393535
2143,138136.56096027838
1229,209050.20727718086
511,272351.645631006
46,257504.57497176994
1348,170451.75678955228
2465,200196.06086804508
387,229358.82034550142
873,209372.2162507074
1918,117570.00729559641
2764,219453.54346705717
2184,126493.65892519848
934,130130.60211062315
1920,131401.93371276
2631,151774.3757060424
1768,490189.1669009968
2040,117438.62310951948
1749,215811.92418539245
834,231455.54888694617
1457,238363.54061452835
79,121877.07976837037
2302,115187.43864800083
1817,133118.81102599995
2755,245443.76255007018
359,166214.0128139183
2059,117003.98011938995
2092,235004.1316410941
2516,239187.61007638928
150,113841.3900914269
1656,144191.42493111687
83,88345.50186959142
2411,179815.33009274537
795,73327.1852119544
2312,244243.89924171846
2917,82094.34228077019
1624,182933.51695723692
2215,307970.78427880094
1211,146278.25919649517
1485,146774.3172791705
1024,170605.44337545568
570,203090.40862111514
2874,131699.22307413258
700,146870.07367673423
2756,220493.54801774304
2022,182823.08911936753
583,210459.17830761266
2392,337952.5560814452
2424,179508.872590143
212,102271.44990079757
736,124017.66448553046
1610,172541.93154472322
890,114992.25147956051
467,183060.9715975325
578,275955.3152494116
1747,188251.7588651518
1149,164486.09598523076
2758,219738.0680710487
857,134345.18147219485
2219,281772.48431890854
733,128910.19913206622
2909,112188.88573234249
1798,260394.05118344957
235,112950.74184991559
2366,113958.39945321181
1027,122674.08835023642
1195,139322.58042440214
1303,15245.881269413978
148,186537.05681159347
608,155404.88210877986
2515,193003.15751022846
821,264025.5814778474
2500,295278.8811086246
745,122132.91373920883
741,131937.04041691008
1611,165218.0750873757
2532,109702.76689166226
1081,210326.65386935463
1692,380364.9870829333
2520,176706.1300863612
276,114629.75781234051
1992,126810.22054352402
663,23647.610791994608
418,134270.4797583057
1733,188432.2389740711
2359,149569.89491288108
253,202506.09257527255
1518,161781.46876597824
2035,133065.27822211036
2919,69688.68735922058
1540,242180.26873476733
2120,172203.9298775841
1674,168142.80099810893
256,168484.19304735167
2361,95589.67788038566
978,79912.62343138992
2280,159771.87415111042
2095,212160.17211187887
1709,342229.9997870305
2801,226318.19238251308
1246,101243.55675442587
2373,98120.67009510892
1055,307753.86645386415
2017,115467.92816466349
1099,319653.2275793401
1344,99230.56706346315
835,214881.07490512426
1117,227097.54013144202
2043,76857.12865360151
2085,125091.39170891675
410,144920.76872000657
2650,105041.00876359991
2867,187178.1594096562
1668,118607.34224348841
1161,183926.41782795545
2122,188194.73125728313
2539,135311.7897386572
1047,136993.29968752596
1445,125981.54887784342
541,127873.96875019209
569,229475.36484389217
1276,129982.92666004109
918,169049.27975506056
326,172055.14109803713
1936,124457.13284909236
895,88096.85366281332
257,151166.904714691
1241,182493.86480855593
1545,128052.42087576305
1189,171429.71975500486
270,146740.44005249976
2066,206900.44003081298
693,98078.7523765564
1259,166581.40418898268
2916,152494.041739658
2321,258660.84755735612
1977,96404.77085629944
1895,163035.3129502416
1240,156782.79314875114
85,155635.0550802045
1823,120222.55298579694
825,264983.8249099748
110,217429.99607587978
697,115401.02102188836
2297,100394.29589748941
1231,139497.0896167173
1355,148083.3155423256
968,311451.30435669376
584,205316.69581566798
1315,110141.5937972255
1606,144581.54867122718
206,129745.10281713516
1685,334796.51933524734
2016,133133.612627659
869,213836.460016486
2135,129040.02628407069
2346,162270.45807424746
2430,210576.0120764114
2198,119452.6908750711
2652,113245.89877419244
27,109227.71585735143
241,171527.55279380525
906,95456.972341266
1506,99903.4660086662
2098,317885.33348946506
1435,211395.7237775158
2213,159391.64040866424
1274,133676.86345118214
743,25699.586561918375
1737,199951.97074615443
2797,265556.7078814686
2185,71134.92672617175
58,186389.51597378077
830,202109.5068979764
808,136704.6389797607
680,165246.46717933938
1153,113271.63016791712
1291,145193.46799143846
1818,161443.46606798517
2161,192055.16934914747
1883,132083.17371009314
350,355345.777892675
2473,145601.80431239796
295,223661.8860354575
293,190080.10534568946
859,118988.20978725515
288,54118.34273131285
1578,170441.93654025416
102,206723.21348666633
2831,165310.1045959175
1030,171999.53683177335
2551,134794.15041582426
1286,124266.75663577951
958,289779.36266175355
776,134980.69177295803
72,199409.7404634552
2263,264645.1960588619
1866,151429.94971898594
2876,63566.94182131556
2146,255808.92590325605
103,183735.187276989
1500,141854.63761181105
492,121385.9388468212
167,140222.2277556695
2597,124027.84501514933
2685,109805.77404602175
1035,149537.682867317
1220,62982.267316243844
2602,138797.90955917258
2159,212608.13614749652
695,149718.93074023025
1109,271605.358780161
640,182139.20307995798
1652,147347.43148577865
2090,184512.62187105254
1188,190308.0835907152
2345,216799.03535157675
1059,373546.6486053539
2751,246707.3252542573
128,204287.4409016047
1523,168467.2862964368
2925,158469.77577876928
2145,285124.7132696372
1121,227551.18393673073
566,299098.71712538926
565,242649.5030543399
1331,143708.60431747325
2928,121895.24739310448
156,144945.17910923087
797,153234.20206135022
327,84803.48479353008
2859,160206.89915815927
1453,111502.00115593686
1762,337329.3351612545
1868,194908.3829516084
1760,179333.16644776193
1113,258864.62372626155
1812,196972.78845531424
117,156491.9815190523
1142,203254.05645870068
2342,361359.9250223548
927,151416.7448493219
2478,192468.2753867167
655,76814.71955092088
2064,114255.32427083864
369,274560.84860769147
2239,120191.00788647751
2732,225998.9394096022
1653,158090.7833699279
959,225080.54269385408
2395,328198.5264201567
1412,101531.85053912317
271,259105.7833867611
1484,147780.41704145982
1497,137168.70063089905
552,167442.2605861004
2,108030.56917863665
1855,288703.9757247176
4,232338.61249486124
2292,152329.74064265587
134,134934.76579149766
646,111498.30580529268
42,333454.35166563396
532,224281.15880271164
713,91616.74657795276
2561,127064.45678031235
2360,129362.84466782375
1333,124281.29458140675
1407,239946.01174861658
2892,275346.2963676683
574,234002.17516895453
1227,173777.0478155727
2591,222507.60179243865
1476,214659.30492841313
1125,266736.58095285343
1446,121953.58307847986
408,96088.14367193589
1101,306017.684653569
2251,185522.63405881636
373,190600.8497505132
2554,110958.80063175107
2382,305732.08611414325
1985,65787.04147616425
519,225317.03005119087
1093,197395.49448766652
864,257203.03706621635
2889,160008.59967416013
2308,205986.60182210617
986,155707.98083616444
1302,145085.68588455766
585,147741.37871790258
2708,151394.00655532605
147,134610.81329884008
1441,216297.46697658254
383,156556.01983731403
285,163218.90298119956
181,99342.5896436579
358,178605.8581571395
780,195345.7169662232
258,199871.4375496558
1865,217323.65412336285
692,131740.70548839075
2902,298669.4405654366
508,278282.3748210352
2638,137758.02935342188
36,140575.9670884956
611,173040.29967135144
2281,121758.37476461125
1678,112139.17306428752
1696,393402.1241994654
1557,85192.25797267561
2180,144939.38342635846
1726,270584.3537599698
951,143162.7876537796
267,226753.5686288257
2706,137777.95664606267
2221,231736.90536247683
1357,168529.42018259922
2901,287328.7960243083
347,193410.01439830475
2164,193788.71706499183
1586,287877.08480197866
360,167164.29096136196
1769,250061.85589315346
2617,163157.20927444636
1879,163026.8894895306
991,207279.61350589385
1535,146037.2629475335
1191,159676.10896787443
1579,225791.01824434078
1882,144986.60462721507
1510,117789.40026546968
2196,165892.43260281533
1845,188027.52695810283
2336,385971.852532892
942,89769.40054818382
861,128193.03608762939
2555,109196.93522535148
1392,140728.71177098854
2099,264063.0913121174
1543,113503.3724160667
948,248605.22711657197
1239,157242.55334739853
22,172549.51856927224
2796,246731.84050184488
2747,165247.0392294284
92,313948.2984895471
210,182731.79116498772
1858,199346.99683467904
2228,174046.94952488854
447,276212.54953842564
827,230173.34174081474
1649,207862.38715733658
682,135339.574854834
2698,119859.93038328132
494,186205.70622425294
214,93603.85436168592
2441,244604.09841149393
2679,108904.82592460164
1336,128649.31627732725
465,180879.48899498675
1524,140312.7375766707
2543,120047.20523156016
631,128397.77767987153
2452,325330.9465872003
228,159404.5582529481
126,167390.2464052916
1092,257743.47872326174
1122,210022.7060043204
932,233283.56763260113
1980,79970.3771277836
2171,101871.01180115761
551,154769.52422399772
2768,192274.00059504318
2056,117476.70615058602
1159,358898.41607304756
2645,119059.65692968224
1174,201486.80525379395
2266,220738.77223076625
2462,310481.0060758025
1219,139446.20284586167
2922,200348.4184672588
118,150076.9690049158
474,175585.51193433255
2576,162246.85721704946
872,254016.10195406573
1077,272579.1046215703
1536,167381.07268821797
1150,119745.10167676164
2341,331497.8647199897
1931,137430.4799348479
2785,123319.6681925822
2538,123677.49561746512
597,208158.58622785844
464,245097.01711019152
233,233308.91817972925
2169,123667.40417368663
2123,161647.0025907741
1867,166814.4233811847
137,252726.19507717853
515,221640.28343009972
933,113174.26660042605
2784,170996.81105981767
972,165608.72330862144
599,157126.96186806448
2614,127885.84923450812
2582,143276.05048549408
1409,144559.12005752185
175,80792.29322219617
352,283928.71589024016
976,91422.52536678175
2134,201365.70578152803
984,107221.70960436715
2396,332153.89260008605
1673,147689.5065685073
404,115655.13672336005
607,170381.42060951632
814,167055.1660808141
868,206068.6127654398
2271,216685.3818300767
1633,281040.3707741855
337,200109.3738108026
2765,203860.65446477733
1746,162887.71561462828
368,356530.6392652998
2806,205374.50159344054
1662,173122.222973353
1234,205560.57819133205
1373,131429.43442195375
1672,108253.57349046157
1939,111550.23379629385
